Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat Availability,Bus Link,Bus Route,State Name
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),20:35,03:30,06h 55m,1149.0,3.4,24.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
CVR Travels,Non A/C Seater / Sleeper (2+1),22:15,04:17,06h 02m,780.0,3.4,30.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),22:01,04:15,06h 14m,670.0,3.4,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:55,04:00,05h 05m,690.0,3.3,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),22:18,04:00,05h 42m,670.0,3.3,19.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,04:00,05h 15m,3000.0,3.2,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),22:35,04:20,05h 45m,780.0,3.2,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Zingbus Plus,A/C Sleeper (2+1),17:30,00:50,07h 20m,1266.0,4.4,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,04:10,05h 15m,780.0,3.5,24.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Orange Tours And Travels,NON A/C Sleeper (2+1),23:05,04:45,05h 40m,1000.0,3.1,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
KVR Tours and Travels,A/C Sleeper (2+1),20:30,02:05,05h 35m,1160.0,3.1,30.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:40,04:24,05h 44m,666.0,4.4,29.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:35,04:30,05h 55m,780.0,3.1,29.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),21:30,04:05,06h 35m,880.0,4.4,11.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Morning Star Travels,A/C Sleeper (2+1),23:00,05:05,06h 05m,690.0,2.4,16.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Vasireddy Travels,A/C Seater / Sleeper (2+1),23:23,05:30,06h 07m,808.0,4.3,35.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Prasanna Travels,A/C Seater / Sleeper (2+1),23:40,05:35,05h 55m,600.0,2.9,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),20:55,03:30,06h 35m,890.0,3.0,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),22:14,04:35,06h 21m,780.0,3.0,20.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
SAMANVI CITICONNECT,NON AC Seater / Sleeper 2+1,22:25,03:45,05h 20m,777.0,2.9,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Prasanna Travels,A/C Seater / Sleeper (2+1),23:55,05:50,05h 55m,602.0,2.4,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mythri Tours And Travels,A/C Sleeper (2+1),22:00,04:05,06h 05m,999.0,4.3,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:42,03:30,06h 48m,666.0,3.7,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
MY YATRA BUS,A/C Sleeper (2+1),23:00,05:00,06h 00m,3000.0,2.8,36.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Ramana Tours And Travels,A/C Sleeper (2+1),17:55,01:05,07h 10m,1370.0,2.8,19.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
LIMOLINER,A/C Sleeper (2+1),21:50,04:00,06h 10m,1150.0,2.8,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),23:20,05:45,06h 25m,3000.0,2.7,40.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
YNR Travels,A/C Sleeper (2+1),00:20,06:10,05h 50m,736.0,3.0,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
SLGT Travels,A/C Seater/Sleeper (2+1),22:30,04:30,06h 00m,600.0,3.1,18.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,04:40,05h 55m,600.0,3.2,29.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:40,03:50,06h 10m,1399.0,3.0,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sree Durga Kaveri Travels,A/C Sleeper (2+1),23:10,04:30,05h 20m,1490.0,3.1,28.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),23:05,04:27,05h 22m,900.0,3.3,5.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
CVR Express,Non A/C Seater / Sleeper (2+1),20:40,04:25,07h 45m,610.0,3.2,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
VENKATA VYSHNAVI TRAVELS,Non A/C Seater / Sleeper (2+1),23:35,05:30,05h 55m,3999.0,2.3,41.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),21:45,03:15,05h 30m,1349.0,2.5,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Srivastav Travels,Bharat Benz A/C Sleeper (2+1),22:30,04:00,05h 30m,949.0,2.0,30.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Ramana Tours And Travels,A/C Seater / Sleeper (2+1),22:25,04:45,06h 20m,710.0,2.2,9.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Morning Star Travels,A/C Sleeper (2+1),22:20,04:30,06h 10m,890.0,1.4,19.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),22:00,04:15,06h 15m,780.0,2.6,34.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Morning Star Travels,A/C Sleeper (2+1),22:20,04:20,06h 00m,1090.0,2.6,20.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Morning Star Travels,A/C Sleeper (2+1),22:20,03:55,05h 35m,1490.0,2.6,9.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:40,02:30,07h 50m,780.0,2.4,20.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mozo travels,Non A/C Seater / Sleeper (2+1),20:21,02:40,06h 19m,999.0,2.3,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mozo travels,A/C Seater / Sleeper (2+1),20:10,04:10,08h 00m,880.0,2.3,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mozo travels,A/C Seater / Sleeper (2+1),20:21,03:10,06h 49m,799.0,2.3,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sri KVR Travels,A/C Seater / Sleeper (2+1),16:42,00:55,08h 13m,1299.0,4.1,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mozo travels,A/C Sleeper (2+1),18:21,01:10,06h 49m,1400.0,2.3,15.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Vikram Travels,A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,699.0,4.1,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sri Rama Travels,Non A/C Seater / Sleeper (2+1),22:40,04:15,05h 35m,720.0,4.1,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sree Gowtham Travels,A/C Sleeper (2+1),22:25,04:47,06h 22m,810.0,4.1,19.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Jayanthi Travels,Non A/C Seater / Sleeper (2+1),21:10,04:40,07h 30m,670.0,4.1,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Surya Dream Liner,NON A/C Sleeper (2+1),22:58,05:10,06h 12m,3000.0,2.2,30.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Jagan Travels,A/C Sleeper (2+1),20:00,02:00,06h 00m,1150.0,2.1,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
BTR Travels,A/C Sleeper (2+1),21:20,02:00,04h 40m,3300.0,1.7,24.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
LVR Travels,Non A/C Seater / Sleeper (2+1),22:13,05:05,06h 52m,670.0,3.9,10.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),23:05,05:15,06h 10m,2755.0,3.9,36.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:35,02:45,06h 10m,1235.0,1.9,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:45,05:00,08h 15m,890.0,3.8,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sri NVR Travels,Non A/C Seater / Sleeper (2+1),22:45,04:00,05h 15m,1150.0,3.7,20.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Vahini Travels,Non A/C Seater / Sleeper (2+1),20:41,04:30,07h 49m,670.0,3.7,18.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
DMR Travels,Non A/C Seater / Sleeper (2+1),22:30,04:00,05h 30m,670.0,3.5,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Puri Jagannadh Tours And Travels,Non A/C Seater / Sleeper (2+1),19:45,03:45,08h 00m,777.0,3.3,14.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Ajay Bus,Non A/C Seater / Sleeper (2+1),22:45,04:30,05h 45m,660.0,3.2,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
KVR Tours and Travels,A/C Sleeper (2+1),20:30,02:05,05h 35m,3000.0,3.1,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),22:14,04:20,06h 06m,780.0,3.0,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),22:35,04:15,05h 40m,780.0,3.0,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Srivastav Travels,A/C Seater / Sleeper (2+1),22:35,04:50,06h 15m,2374.0,3.0,40.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
YNR Travels,A/C Sleeper (2+1),23:55,05:15,05h 20m,2850.0,3.0,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Meghana Travels,A/C Seater / Sleeper (2+1),22:40,04:45,06h 05m,899.0,2.9,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),22:00,04:15,06h 15m,890.0,2.6,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Bmcc Travels,A/C Sleeper (2+1),21:50,03:15,05h 25m,1112.0,2.6,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),20:00,02:15,06h 15m,1349.0,2.6,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Bmcc Travels,A/C Sleeper (2+1),17:30,03:15,09h 45m,2374.0,2.6,36.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Bmcc Travels,A/C Sleeper (2+1),17:30,11:59,18h 29m,1796.0,2.6,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),20:00,01:45,05h 45m,1300.0,2.6,10.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),21:50,04:10,06h 20m,1300.0,2.6,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:05,02:00,07h 55m,890.0,2.4,15.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Mozo travels,A/C Seater / Sleeper (2+1),22:20,05:10,06h 50m,599.0,2.3,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
ISRTC BUS,A/C Sleeper (2+1),21:15,03:30,06h 15m,1290.0,1.9,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),23:30,05:00,05h 30m,2999.0,1.9,1.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:35,02:45,06h 10m,1187.0,1.9,28.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
SS Prasanna Travels,A/C Seater (2+2),23:50,05:35,05h 45m,599.0,1.5,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,1900.0,1.0,41.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
VR Travels,Non A/C Seater / Sleeper (2+1),23:45,04:25,04h 40m,4000.0,0.0,40.0,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada,TSRTC
TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:45,06h 15m,320.0,3.2,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 4160,RAJDHANI (A.C. Semi Sleeper),20:00,02:05,06h 05m,389.0,3.7,32.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,02:20,05h 45m,389.0,4.0,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 64341,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,03:10,06h 20m,320.0,2.3,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8886,Lahari Non A/C Sleeper Cum Seater,21:00,02:45,05h 45m,320.0,3.5,15.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,320.0,3.1,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8699,RAJDHANI (A.C. Semi Sleeper),21:00,01:00,04h 00m,389.0,3.8,36.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8856,RAJDHANI (A.C. Semi Sleeper),21:15,03:00,05h 45m,389.0,4.0,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 64864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,02:00,04h 20m,320.0,4.8,30.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 34332,LAHARI A/C SLEEPER CUM SEATER,22:00,02:25,04h 25m,389.0,3.7,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:10,06h 10m,320.0,4.5,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 64832,RAJDHANI (A.C. Semi Sleeper),22:00,03:45,05h 45m,389.0,3.2,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 9970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,02:30,04h 15m,320.0,3.7,28.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 64527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,04:50,05h 55m,320.0,3.9,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8676,RAJDHANI (A.C. Semi Sleeper),23:00,03:00,04h 00m,389.0,4.0,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8610,Rajdhani (AC Semi Sleeper 2+2),23:00,04:30,05h 30m,389.0,4.0,34.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:30,04h 15m,320.0,3.9,29.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 64090,RAJDHANI (A.C. Semi Sleeper),23:30,03:30,04h 00m,389.0,3.4,28.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 8614,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:30,04h 40m,320.0,3.9,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 64511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04:10,04h 15m,320.0,4.6,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
APSRTC - 3795,Super Luxury (Non AC Seater 2+2 Push Back),20:15,01:50,05h 35m,344.0,4.0,33.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
APSRTC - 3805,Super Luxury (Non AC Seater 2+2 Push Back),21:15,03:45,06h 30m,344.0,3.2,5.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
APSRTC - 3812,Super Luxury (Non AC Seater 2+2 Push Back),21:55,03:15,05h 20m,344.0,3.2,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
APSRTC - 3791,Super Luxury (Non AC Seater 2+2 Push Back),22:15,04:15,06h 00m,344.0,2.9,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
APSRTC - 3705,Super Luxury (Non AC Seater 2+2 Push Back),22:40,04:00,05h 20m,344.0,3.2,32.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
APSRTC - 3797,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05:00,06h 15m,344.0,2.9,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,00:30,06h 00m,670.0,4.2,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),20:40,03:30,06h 50m,500.0,3.3,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,665.0,3.8,42.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,510.0,4.9,20.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:50,06h 30m,560.0,4.5,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,03:30,06h 10m,750.0,4.5,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,600.0,4.7,16.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,03:30,05h 50m,888.0,3.5,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,03:30,05h 50m,888.0,3.5,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),21:45,03:50,06h 05m,500.0,3.3,15.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Rajdhani Travels,A/C Sleeper (2+1),21:50,03:00,05h 10m,950.0,4.3,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
BSR Tours And Travels,NON A/C Seater (2+2),22:00,02:30,04h 30m,580.0,3.8,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Mahadevv travels,Non A/C Seater / Sleeper (2+1),22:00,03:00,05h 00m,846.0,3.5,24.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
BSR Tours And Travels,A/C Sleeper (2+1),22:00,02:30,04h 30m,880.0,3.3,8.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
RRR Travels,A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,600.0,4.0,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,03:10,05h 10m,610.0,4.8,18.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri KVR Travels,A/C Sleeper (2+1),22:00,04:00,06h 00m,980.0,3.9,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),22:10,04:15,06h 05m,550.0,3.3,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,03:30,05h 15m,670.0,3.8,18.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,03:30,05h 15m,520.0,4.8,14.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,03:30,05h 00m,550.0,3.9,15.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
