Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat Availability,Bus Link,Bus Route,State Name
Sri Sai Balaji Travels,A/C Sleeper (2+1),22:30,03:00,04h 30m,799.0,0.0,18.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,03:30,05h 00m,550.0,4.3,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,03:45,05h 10m,500.0,4.5,15.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),22:35,02:30,03h 55m,670.0,4.2,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,03:45,05h 10m,680.0,4.5,18.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Mozo travels,A/C Seater / Sleeper (2+1),22:40,03:35,04h 55m,940.0,4.1,19.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Morning Star Travels,A/C Sleeper (2+1),22:50,03:10,04h 20m,750.0,3.8,9.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
VSR Tours and Travels,A/C Sleeper (2+1),23:00,02:30,03h 30m,749.0,4.5,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,04:00,04h 30m,590.0,3.2,7.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Maa Bankeshwari -Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),19:15,00:30,05h 15m,618.0,2.8,50.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
KVR Tours and Travels,A/C Sleeper (2+1),19:30,01:40,06h 10m,899.0,2.8,18.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sai Krishna Bus Service,NON A/C Seater / Sleeper (2+2),21:15,01:00,03h 45m,750.0,2.1,55.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
KVR Tours and Travels,A/C Seater / Sleeper (2+1),21:30,03:40,06h 10m,899.0,2.8,43.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
SVN TOURS & TRAVELS,A/C Semi Sleeper / Sleeper (2+1),22:15,03:15,05h 00m,941.0,2.7,33.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,03:45,05h 25m,470.0,2.4,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
DMR Travels,A/C Sleeper (2+1),20:40,02:00,05h 20m,1599.0,3.5,30.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
DMR Travels,Non A/C Seater / Sleeper (2+1),21:35,03:00,05h 25m,999.0,3.5,37.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,02:30,04h 30m,1400.0,3.0,24.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri Krishna Travels,A/C Sleeper (2+1),22:00,03:00,05h 00m,1990.0,3.0,25.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
SAIRAJ TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,03:30,05h 15m,2850.0,4.6,32.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Morning Star Travels,A/C Sleeper (2+1),22:25,03:35,05h 10m,1290.0,3.8,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Mythri Tours And Travels,A/C Sleeper (2+1),23:00,03:00,04h 00m,1099.0,4.6,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Sri KVR Travels,NON A/C Sleeper (2+1),23:00,03:30,04h 30m,1111.0,3.9,36.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
KVR Tours and Travels,NON A/C Sleeper (2+1),19:30,01:40,06h 10m,3000.0,2.8,28.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
SVN TOURS & TRAVELS,NON A/C Semi Sleeper / Sleeper (2+1),22:00,03:30,05h 30m,1161.0,2.7,42.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,03:00,04h 40m,3000.0,2.4,23.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam,TSRTC
TSRTC - 4322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,08:00,12h 15m,442.0,4.2,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam,TSRTC
TSRTC - 1254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,08:30,12h 20m,442.0,4.1,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam,TSRTC
TSRTC - 1252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,08:30,12h 15m,442.0,4.4,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam,TSRTC
TSRTC - 1280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,08:00,11h 15m,442.0,3.9,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam,TSRTC
TSRTC - 1250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,08:30,10h 45m,442.0,4.3,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam,TSRTC
TSRTC - 1256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,08:35,10h 50m,442.0,4.2,28.0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam,TSRTC
TSRTC - 1286,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,08:30,10h 30m,442.0,4.2,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam,TSRTC
TSRTC - 7302,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,00:35,03h 55m,283.0,3.8,31.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad,TSRTC
TSRTC - 7345,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05,00:10,03h 05m,283.0,4.5,31.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad,TSRTC
TSRTC - 7396,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,00:30,03h 00m,283.0,4.2,31.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad,TSRTC
TSRTC - 7527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,01:45,03h 15m,283.0,3.9,29.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad,TSRTC
TSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),23:15,02:45,03h 30m,343.0,4.5,23.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad,TSRTC
TSRTC - 7936,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,00:30,05h 40m,376.0,2.8,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 7891,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,00:55,05h 40m,376.0,3.5,33.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 8115,RAJDHANI (A.C. Semi Sleeper),19:25,00:05,04h 40m,456.0,2.5,29.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 7902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,01:20,05h 40m,376.0,3.5,30.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 8005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:45,05h 45m,376.0,4.0,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 7906,Lahari Non A/C Sleeper Cum Seater,21:30,03:10,05h 40m,376.0,3.8,35.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 1966,RAJDHANI (A.C. Semi Sleeper),22:00,03:35,05h 35m,456.0,3.4,33.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 7961,LAHARI A/C SLEEPER CUM SEATER,22:30,04:10,05h 40m,456.0,4.7,45.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 7979,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:40,05h 40m,376.0,3.7,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 9455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:15,05h 45m,376.0,4.6,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 7981,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,05:25,05h 40m,376.0,4.3,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),20:00,00:45,04h 45m,1549.0,3.5,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Pooja Travels,A/C Sleeper (2+1),20:00,03:30,07h 30m,1500.0,3.9,20.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Pooja Travels,A/C Sleeper (2+1),20:10,02:30,06h 20m,1600.0,3.9,19.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Pooja Travels,NON A/C Seater (2+2),21:00,02:00,05h 00m,1100.0,3.9,14.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Ameena Travels,A/C Sleeper (2+1),21:50,03:00,05h 10m,1425.0,4.4,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Pooja Travels,NON A/C Sleeper (2+1),22:00,02:30,04h 30m,1400.0,3.9,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Sitara Travels,NON A/C Airbus (2+2),22:15,04:15,06h 00m,468.0,3.7,16.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,04:15,06h 00m,599.0,4.3,1.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Saini Travels Pvt. Ltd.,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,02:30,04h 00m,1500.0,3.9,42.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,399.0,3.1,11.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
SRAVAN TRAVELS,A/C Sleeper (2+1),21:30,03:00,05h 30m,900.0,2.5,11.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Shri Mahadev (f.d.m),NON A/C Sleeper (2+1),21:45,03:45,06h 00m,1000.0,1.7,32.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Saini Travels Pvt. Ltd.,Volvo Multi Axle Sleeper B11R (2+1),21:45,01:45,04h 00m,1800.0,3.9,9.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
Orange Tours And Travels,A/C Sleeper (2+1),22:00,02:00,04h 00m,1800.0,2.3,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal,TSRTC
TSRTC - 8034,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,00:10,06h 10m,429.0,3.6,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:55,06h 25m,429.0,3.9,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,01:20,05h 20m,429.0,3.5,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8032,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:40,06h 10m,429.0,2.0,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:25,06h 25m,429.0,4.1,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8042,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,03:35,06h 15m,429.0,4.9,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8053,LAHARI A/C SLEEPER CUM SEATER,21:30,04:00,06h 30m,520.0,3.9,6.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8040,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:00,06h 15m,429.0,3.4,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8011,RAJDHANI (A.C. Semi Sleeper),21:45,03:05,05h 20m,520.0,4.0,26.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8194,LAHARI A/C SLEEPER CUM SEATER,22:00,04:10,06h 10m,520.0,4.3,39.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8028,Lahari Non A/C Sleeper Cum Seater,22:30,04:45,06h 15m,447.0,4.8,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8038,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:10,06h 10m,429.0,3.9,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8057,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:40,06h 25m,429.0,4.5,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8135,LAHARI A/C SLEEPER CUM SEATER,23:30,05:40,06h 10m,520.0,4.1,27.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
TSRTC - 8171,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,05:55,06h 10m,429.0,4.6,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
DNR Express,AC Sleeper (2+1),21:30,02:00,04h 30m,1155.0,2.0,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial,TSRTC
MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,594.0,3.5,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,05:30,07h 15m,599.0,3.4,1.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Muskan Travels,NON A/C Semi Sleeper (2+2),21:30,06:00,08h 30m,454.0,3.1,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Sahara Tours and Travels,Non AC Seater (2+2),22:00,04:30,06h 30m,450.0,3.2,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Orange Tours And Travels,A/C Sleeper (2+1),22:00,03:45,05h 45m,1800.0,4.0,12.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Diamond Travels,NON A/C Seater (2+1),22:30,05:00,06h 30m,500.0,2.6,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),23:50,04:45,04h 55m,3740.0,2.9,10.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Orange Tours And Travels,A/C Sleeper (2+1),22:00,03:45,05h 45m,1300.0,2.7,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Pooja Travels,NON A/C Sleeper (2+1),22:00,05:40,07h 40m,1400.0,2.9,13.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,00:30,05h 30m,2520.0,2.7,7.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Pooja Travels,NON A/C Seater (2+2),21:00,05:10,08h 10m,1100.0,1.8,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Shree Khurana Shabrij Travels,A/C Sleeper (2+1),22:30,03:15,04h 45m,1200.0,2.0,11.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Pooja Travels,A/C Sleeper (2+1),20:00,03:05,07h 05m,1500.0,2.3,20.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Sitara Travels,NON A/C Airbus (2+2),22:15,05:15,07h 00m,468.0,3.1,16.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Saini Travels Pvt. Ltd.,Volvo Multi Axle Sleeper B11R (2+1),21:45,02:45,05h 00m,1800.0,3.9,10.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Saini Travels Pvt. Ltd.,AC Sleeper (2+1),21:30,03:15,05h 45m,1500.0,3.9,9.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Vijayant Travels,A/C Sleeper (2+1),21:45,03:15,05h 30m,1140.0,3.9,6.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
SRS Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,03:30,05h 30m,1600.0,3.4,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Pooja Travels,A/C Sleeper (2+1),20:10,04:35,08h 25m,1600.0,3.1,17.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Diamond Travels,AC Sleeper (2+1),21:30,03:45,06h 15m,1100.0,2.6,7.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Kaleswari Travels,Non A/C Seater / Sleeper (2+1),21:30,05:15,07h 45m,5699.0,1.5,2.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),20:00,02:00,06h 00m,1549.0,2.7,21.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Ashirwad Travels,AC Sleeper (2+1),20:45,00:45,04h 00m,1700.0,4.2,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),01:00,08:30,07h 30m,1899.0,2.7,40.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
NTC Nagpur Travels,A/C Sleeper (2+1),23:45,06:00,06h 15m,2600.0,2.1,16.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
S.M Travel & logistics,NON A/C Sleeper (2+1),21:30,03:30,06h 00m,1200.0,1.1,9.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad,TSRTC
TSRTC - 7020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,00:20,03h 00m,283.0,3.1,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar,TSRTC
TSRTC - 7030,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,00:35,03h 00m,283.0,2.1,31.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar,TSRTC
TSRTC - 7121,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,02:30,03h 00m,283.0,3.3,33.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar,TSRTC
TSRTC - 7144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,03:45,04h 00m,283.0,1.6,33.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar,TSRTC
Shree Saipooja Travels,A/C Seater/Sleeper (2+1),23:10,02:30,03h 20m,555.0,2.8,22.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar,TSRTC
Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,2000.0,2.7,36.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar,TSRTC
TSRTC - 6908,Deluxe (Non AC Seater 2+2),18:25,00:30,06h 05m,396.0,3.7,35.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 4161,RAJDHANI (A.C. Semi Sleeper),20:00,02:00,06h 00m,548.0,2.7,34.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 6631,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,03:30,07h 00m,470.0,3.7,27.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8754,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:40,06h 25m,451.0,4.6,31.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:45,07h 15m,497.0,4.5,28.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8718,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:30,06h 45m,451.0,4.3,31.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 7646,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:30,06h 30m,451.0,3.9,30.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,22:05,03:30,05h 25m,548.0,3.5,35.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 9998,Lahari Non A/C Sleeper Cum Seater,22:10,04:20,06h 10m,451.0,3.5,45.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8874,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:20,06h 05m,451.0,4.9,31.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8921,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,04:35,06h 15m,451.0,3.5,30.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8734,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:00,06h 30m,451.0,4.2,25.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8708,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,05:00,06h 15m,451.0,4.5,30.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 34341,LAHARI A/C SLEEPER CUM SEATER,23:00,05:45,06h 45m,548.0,3.5,21.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:25,06h 10m,451.0,4.3,15.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:45,06h 30m,451.0,3.8,29.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
TSRTC - 8949,RAJDHANI (A.C. Semi Sleeper),23:30,05:10,05h 40m,548.0,3.7,26.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad,TSRTC
